Név,Útszakasz
Toldi Miklós út,14
Toldi Miklós utca,165
Toldi sor,2
Toldi tér,2
Toldi út,10
Toldi utca,141
Toldy Ferenc út,2
Toldy Ferenc utca,13
Toldy lépcső,1
Toldy utca,4
Töles utca,1
Tölgyerdő dűlő,1
Tölgyesi út,4
Tölgyesi utca,3
Tölgyes Kálmán utca,1
Tölgyes köz,4
Tölgyes sor,3
Tölgyessy Artúr utca,1
Tölgyes út,14
Tölgyes utca,52
Tölgyfa köz,10
Tölgyfás,1
Tölgyfa sor,2
Tölgyfa tér,1
Tölgyfa út,7
Tölgyfa utca,189
Tölgy utca,29
Tölgyvári utca,1
Tölháti utca,1
Tollnok utca,2
Tolmács utca,7
Tolna - Fadd-Dombori kerékpárút,2
Tolnai János utca,2
Tolnai József utca,1
Tolnai Lajos utca,8
Tolnai Sándor utca,3
Tolnai sétány,1
Tolnai út,5
Tolnai utca,14
Tolnay Károly utca,1
Tolnay Klári út,1
Tolnay Lajos út,1
Tolnay Sándor utca,1
Tölös utca,1
Tolsztoj köz,1
Tolsztoj tér,1
Tolsztoj utca,6
Töltényi Szaniszló utca,1
Töltény utca,2
töltés,4
Töltés,4
Töltésalja utca,2
Töltés köz,3
Töltéssor,1
Töltéssy Zoltán utca,1
Töltésszer utca,10
Töltés tér,4
Töltés utca,40
Töltike sor,3
Töltike utca,1
Tolvaj út,1
Tölyös előtti dűlő,1
Toma dűlő,1
Tomaj Dénes nádor út,1
Tomaji sor,2
Tomaj utca,3
Tómalom sor,3
Tómalom utca,8
Tömb utca,1
Tomcsányi István utca,1
Tomcsányi utca,2
Tömedék akna,1
Tömedéki dűlő,1
Tömeges fakidőlés! Nagyon nehezen járható!,1
Tómelléki út,1
Tómellék utca,2
Tömjénhegy utca,1
Tomka Judit utca,1
Tom Lantos sétány,7
Tömlős utca,1
Tömördi utca,3
Tomori köz,3
Tomori Pál út,3
Tomori Pál utca,17
Tomori út,1
Tomori utca,13
Tömörkény István utca,9
Tömörkényi út,1
Tömörkényi utca,2
Tömörkény tér,2
Tömörkény utca,18
Tomorvári utca,1
Tomory Pál utca,1
Tömösi utca,2
Tömös utca,7
Tömösvári Sándor utca,1
Tömöttvár utca,2
Tömő utca,5
Tompa Ádám utca,1
Tompa dűlő,1
Tompahát tanya,14
Tompaház utca,2
Tompai kapu út,4
Tompai út,2
Tompakő dűlő (Pincetúra útvonal),2
Tompa köz,3
Tompa László utca,1
Tompa Mihály köz,5
Tompa Mihály tér,1
Tompa Mihály út,25
Tompa Mihály utca,228
Tompa út,4
Tompa utca,83
Tompa-völgy,1
Tompos utca,4
Tompos úti lakótelep,7
Tóni csapás,1
Tóni kert,1
Tönköly utca,1
Tonyó dűlő,1
Topánka utca,30
Tópark sétány,2
Tópark utca,3
Tópart,3
Tóparti körút,1
Tóparti köz,1
Tóparti sétány,5
Tóparti út,9
Tóparti utca,2
Tópart köz,2
Tópart lakótelep,1
Tópart sétány,2
Tópart út,11
Tópart utca,124
Topáz utca,3
TopClean,1
Toperini Ipari Park,1
Topiczer János utca,1
Töpler Kálmán utca,4
Topolai dűlő,1
Topole,1
Topol utca,1
Topolyafa utca,2
Topolyai utca,8
Topolyás dűlő,1
Topolya sor,2
Topolyás utca,1
Topolya utca,4
Topolyos tanya,1
Topoly utca,1
Toponári pavilonsor,1
Toponári út,8
Toporci utca,1
Toportyán utca,1
Toposháza utca,2
Tóradűlő utca,1
Torbágyi út,4
Torbágy utca,10
Törcsvári köz,1
Törcsvári utca,2
Törcsvár utca,2
Torda-hegy utca,2
Tordai Ányos utca,1
Tordai Gábor utca,1
Tordai László utca,1
Tordai út,1
Tordai utca,16
Tordák dűlő,1
Tordasi út,1
Torda utca,8
Töreki utca,8
Törekvés utca,2
Törések utca,1
Törés utca,1
Töretlen utca,1
Tórét utca,1
Törköly köz,2
Törköly sor,1
Törköly út,1
Törköly utca,5
Torkos Károly utca,1
Torkos sor,2
Torkos utca,1
Törley Bálint utca,6
Törley tér,3
Törley utca,1
Torma Imre utca,1
Torma Károly utca,1
Torma köz,3
Tormarét utca,1
Tormási utca,1
Tormásrét utca,1
Tormássy János utca,1
Tormássy tér,2
Tormás út,3
Tormás utca,8
Torma utca,9
Tormay Béla utca,3
Tornácos,1
Tornácos utca,2
Tornagörgő utca,2
Tornai István utca,1
Tornai út,6
Tornai utca,1
Tornalja utca,1
tornapálya,1
Tornász utca,2
Torna utca,2
Tornavár utca,1
Tornóc utca,1
Tornyai János utca,3
Tornyai köz,1
Tornyai utca,1
Tornyópusztai műút,1
Tornyos dűlő,3
Tornyos Köz utca,1
Tornyos Pál utca,1
Torockói köz,1
Torockói utca,4
Torockó köz,3
Torockó tér,3
Torockó utca,14
Törőcsik utca,1
Töröcskei utca,1
Törökbálinti út,24
Törökbálinti utca,6
Török Bálint utca,47
Törökbecse utca,2
Törökdomb utca,2
Török dűlő,2
Török Flóris utca,27
Törökföld utca,1
Törökfürdő köz,1
Törökhalom utca,1
Törökhegyi utca,1
Török híd,2
Török Ignác utca,67
Török István utca,8
Török János utca,2
Törökkanizsa utca,4
Török Károly utca,1
Törökkő utca,3
Torok köz,1
Török köz,4
Törökkút köz,1
Törökkút utca,6
Törökmalom utca,1
Törökméz köz,1
Törökmezői tanösvény,19
Törökmezői út,15
Törökőr utca,7
Török Pál utca,1
Töröksánc köz,1
Török sor,1
Törökszegfű tér,2
Törökszegfű utca,2
Török udvar,1
Törökugrató utca,10
Török út,23
Torok utca,1
Török utca,41
Török úti dűlő,1
Törökvári utca,4
Törökverő köz,1
Törökverő út,7
Törökverő utca,6
Törökvész lejtő,2
Törökvész út,27
Törökvész utca,4
Törökvirág utca,1
Törökvölgyi út,3
Törökzugi sor,2
Toronhegyi utca,1
Torontáli utca,1
Torontál tér,10
Torontál utca,11
Toronya köz,1
Toronyalja köz,1
Toronyalja utca,4
Toronya utca,3
Toronyház utca,5
Toronyi utca,4
Torony köz,2
Toronysor,12
Torony tér,1
Torony út,2
Torony utca,19
Törő Pál utca,3
Törös László utca,1
Törő utca,3
Törő zug,1
Törpegém utca,1
Törpeharcsa utca,1
Törpe köz,1
Törpemandula utca,1
Törpés köz,1
Törpés utca,3
Törpe utca,8
Törs Kálmán utca,2
Tortapart utca,1
Törteli út,7
Törteli utca,7
történelmi Nyíri út,1
Tört utca,2
Tortyogói út,4
Tőr utca,5
Törvényház út,11
Törvénykönyv utca,1
Törvény utca,3
Torzsás utca,8
Torzsa utca,2
Törzsök domb,3
Törzsökhegy,1
Törzsökhegyi út,1
Törzs utca,31
Toscanini utca,1
Tó sétány,3
Tó sétány utca,1
Tósétány utca,1
Tó sor,1
Tósor utca,1
Tóstrand Hétvégi telep,4
Tószegi út,10
Tószegi utca,2
Tószeg utca,5
Tószer tér,1
Tószer utca,5
Tótasszonyi út,4
Tó tér,1
Tőtevénytanya dűlő,1
TOTÉV Ipartelep,3
Tótfalusi Kis Miklós sétány,5
Tótfalusi út,6
Tótfalu utca,1
Tót Fekete sor,1
Tótfűz utca,1
Tóth Ágoston utca,3
Tóth Aladár út,1
Tóth Aladár utca,1
Tóth Antal utca,5
Tóth Árpád köz,2
Tóth Árpád sétány,24
Tóth Árpád út,3
Tóth Árpád utca,70
Tóth-dűlő,1
Tóth Ede út,1
Tóth Ede utca,3
Tóthegy,9
Tóthegyesi utca,1
Tóth Endre utca,1
Tóthfalussi utca,1
Tóth Farm,1
Tóth Ferenc utca,1
Tóth György utca,1
Tóthhegy utca,1
Tóth Ilona utca,4
Tóth Imre András utca,1
Tóth Imre utca,1
Tóth István utca,11
Tóth János dűlő,1
Tóth János út,6
Tóth János utca,9
Tóth József utca,20
Tóth Kálmán tér,3
Tóth Kálmán utca,10
Tóth Kázmér utca,1
Tóth Lajos utca,1
Tóth László köz,2
Tóth László sétány,1
Tóth László út,1
Tóth László utca,4
Tóth Lőrinc utca,7
Tóth-malom utca,10
Tóth Menyhért sor,1
Tóth Menyhért utca,1
Tóth Mike utca,2
Tóth Mór utca,2
Tóth Pál utca,1
Tóth Sándor utca,2
Tóth sor,6
Tóth Tivadar utca,1
Tóth utca,6
Tóthvölgy,1
Tóth völgy,2
Tőtike dűlő,1
Tőtike feljáró,1
Tőtike köz,1
Tótmajori utca,1
Tótok útja,25
Tótsarok utca,1
Töttösi út,1
Tótújfalupuszta,2
Tót utca,3
Tótút dűlő,2
Totya utca,1
Tó út,7
Tó utca,155
Tő utca,1
Tó útja,2
Tóvárosi korzó,5
Tóvárosi lakónegyed,14
Tóvárosi utca,2
Tóváros út,6
Tóvég út,3
Tóvég utca,1
Töves Majori út,1
Tövesmajori utca,1
Tóvik köz,2
Tóvirág utca,2
Tövishát utca,3
Töviskes tér,1
Töviskes utca,3
Töviskés utca,1
Tövis köz,8
Tövis utca,27
Tóvölgyi út,1
Tóvölgy utca,5
Tőzeg dűlő,1
Tőzeges utca,1
Tőzegmohás láprét tanösvény,5
Tőzegtavi út,6
Tőzeg utca,2
Tőzike köz,2
Tőzike tanösvény,6
Tőzike út,1
Tőzike utca,18
Tőzsér utca,1
Tózug utca,1
Trachit sor,1
Trafik utca,1
Trafó dűlő,1
Trafó ház,1
Trafó köz,1
Trafó-telep,1
Trafó utca,2
Tragor Ignác utca,2
Traianus tér,2
Trail C,3
Traktoros dűlő,1
Traktorosok útja,1
Traktoros rutinpálya,3
Traktoros utca,4
Traktor utca,6
Tramini út,1
Tramini utca,4
Transzformátorgyár utca,4
Transzportház köz,3
Trautmann Róbert sétány,2
Trdkova,2
Trecskó dűlő,1
Trecskó köz,1
Trefimann tér,1
Trefort tér,1
Trefort utca,4
Trencséni utca,10
Trencsén utca,3
Trencsényi József utca,1
Trencsényi utca,1
Trg kardinala Alojzija Stepinca,1
Trianon tér,1
Triatlon köz,1
Tríb,1
Trikál József utca,1
Trinitárius utca,3
Tripammer Gyula utca,2
Trófea utca,4
Trojica utca,1
Trombita köz,2
Trombitás út,6
Trombitás utca,9
Trombita utca,4
Tröszt utca,1
Tsz-hez vezető út,1
Tsz. kertészet telep,1
Tsz-major,1
Tsz. telep,5
TSZ udvar bekötő út,1
TSz-út,3
TSZ út,2
Tuba János utca,1
Tuba köz,1
Tubáni utca,1
Tubarózsa utca,4
Tuba utca,7
Tubize tér,1
Tücsökdomb utca,2
Tücsök dűlő,3
Tücsök köz,3
Tücsök lépcső,2
Tücsök utca,50
Tüdős Klára utca,1
Tudós utca,2
Tufatelep út,1
Tugár út,4
Tugár utca,1
Tuhai utca,1
Tuhutum utca,2
Tujafa köz,1
Tujafa utca,2
Tuja sor,1
Tuja utca,6
Tüke dűlő,1
Tüker út,1
Tüke utca,1
Tükörben az élővilág,1
Tükörhegy út,3
Tükörhegy utca,4
Tükör út,1
Tükör utca,11
Tüköry Lajos utca,1
Tüköry utca,1
Tükrösi út,1
Tükrösi utca,2
Tükrösszív utca,1
Túlát tanya,1
Tulbanov utca,3
Tűlevél utca,1
Tűlevelű utca,1
Tulipán dűlő,2
Tulipánfa köz,1
Tulipánfa utca,3
Tulipánkert utca,1
Tulipán köz,16
Tulipánová,2
Tulipán park,1
Tulipán sor,1
Tulipán tér,2
Tulipán út,15
Tulipán utca,268
Tulipán zug,1
Tullni utca,3
Tulok utca,1
Tülök utca,3
Túlsó Tarnapart utca,3
Tummler Henrik utca,1
Tünde köz,2
Tündérfátyol utca,2
Tündérfa utca,1
Tündérfürt utca,15
Tündérhegyi út,4
Tündérhegy utca,1
Tündérkert utca,4
Tündér köz,3
Tündérkürt utca,1
Tündérlaki mélyút,1
Tündérlak út,1
Tündérlak utca,1
Tündér lépcső,6
Tündérliget utca,1
Tündérmező utca,1
Tündérpart utca,2
Tündérrózsa utca,6
Tündér utca,21
Tündérvár utca,1
Tündérvirág utca,3
Tündérvölgyi út,2
Tünde tér,1
Tünde út,3
Tünde utca,22
Tungsram tér,1
Tungsram utca,3
Tunyogi utca,1
Turai út,7
Turai utca,1
Turán tér,1
Turán utca,8
Tura utca,3
Túra utca,1
Turay Ida köz,1
Turbán dűlő,1
Turbán utca,2
Turbéki dűlő,1
Turbéki utca,4
Türbe tér,1
Turbina utca,2
Turbolya köz,1
Turbolya utca,1
Turcsányi István utca,1
Turgonyi út,1
Túri István út,3
Turi István utca,1
Turi köz,2
Turini utca,1
Turi Sándor utca,1
Turistaház utca,3
turista út,1
Turista út,11
Turista utca,17
Turi út,1
Túri utca,1
Turján köz,1
Turjános dűlő,1
Turján utca,1
Türjei utca,1
Túrkeddi híd,1
Túrkeddi utca,1
Túrkevei út,1
Túrkeve utca,1
Türk Frigyes utca,1
Türkiz utca,2
Turner Ferenc utca,2
Turnhouth sétány,2
Túróci Balázs utca,1
Turóci utca,2
Turóc utca,3
Túróc utca,3
Túróhegy utca,2
Túrózsáki út,10
Türr emlékmű part,4
Türr István híd,4
Türr István köz,1
Türr István utca,19
Türr utca,1
Turul köz,4
Turul út,1
Turul utca,25
Turul via ferrata (D),1
Turul via ferrata (E),1
Túr utca,1
Túry Miklós utca,2
Tury utca,1
Tusakos dűlő,1
Tusakosi utca,1
Tusa utca,1
Tüskék árkának hídja,1
Tüske köz,2
Tüskésalja utca,1
Tüskés-bozótos,1
Tüskés dűlő,1
Tüskési utca,2
Tüskéslapi utca,1
Tüskésmajor telep,2
Tüske sor,1
Tüskésréti út,14
Tüskés út,1
Tüskés utca,2
Tüske utca,10
Tüskevári utca,1
Tüskevár köz,2
Tüskevár utca,15
Tuskós,3
Tüskös László utca,1
Tusnádi köz,1
Tusnádi utca,9
Tusnád utca,5
Tüsök utca,1
Tutajos utca,6
Tutaj utca,8
T utca,2
T. utca,2
Tüttő György utca,1
Tüttősi utca,1
Tüttőssy Ferenc utca,1
Tű utca,2
Tűzálló utca,3
Tűzberek utca,1
Tűzcsap utca,1
Tüzelő utca,3
Tüzép dűlő,2
Tüzép köz,4
Tüzép utca,4
Tüzér köz,3
Tüzér sor,2
Tüzér út,4
Tüzér utca,66
Tűzföld utca,1
Tüzikovács utca,1
Tűzkőhegyi utca,2
Tűzkőkert utca,2
Tűzkő utca,2
Tűzköves árok,1
Tűzköves völgy,1
Tűzkút utca,1
Tűzlepke sor,1
Tűzlepke utca,1
Tűzliliom utca,9
Tűzmadár utca,3
Tűzmester utca,1
Túzok köz,1
Túzok út,1
Túzok utca,25
Tűzoltó köz,4
Tűzoltók tere,2
Tűzoltók útja,1
Tűzoltó sor,1
Tűzoltó tér,3
Tűzoltó út,9
Tűzoltó utca,73
Tuzséri utca,2
Tuzson János utca,1
Tuzson lombkorona ösvény,1
Tűztorony tér,2
Tűztorony utca,1
Tűztövis utca,5
Tűz út,1
Tűz utca,3
Tűzvirág utca,2
Tv út,2
Tyukod utca,1
Tyúkos dűlő,1
Tyúkosdűlő utca,1
U1,2
U2,1
U3,2
U4,1
U5,1
Ucekaj dűlő,1
Üdekert utca,1
Üde utca,2
Üdülés utca,1
Üdülői út,1
Üdülő köz,2
Üdülők utca,1
Üdülők útja,9
Üdülő sétány,4
Üdülősor,5
Üdülő sor,52
Üdülősor utca,5
Üdülőtelep,1
Üdülő út,3
Üdülő utca,14
Udvarbíró tér,1
Udvardi János utca,1
Udvardi út,2
Udvardi utca,1
Udvard utca,1
Udvardy Ignác tér,1
Udvarev tanya,1
Udvarház utca,1
Udvarhelyi köz,1
Udvarhelyi Miklós utca,1
Udvarhelyi utca,5
Udvarhely utca,5
Udvar köz,1
Udvarnoki Béla utca,2
Udvarnoki utca,1
Ugar dűlő,1
Ugari út,1
Ugarszél köz,1
Ugarszél út,2
Ugar utca,2
Ügető utca,2
Ugi út,5
Ugocsa tér,1
Ugocsa utca,5
Úgói utca,1
Ugor utca,1
Ugralovica dűlő,3
Ugrató-híd,1
Ugró Gyula sor,2
Ugróhegy út,1
Ugrói köz,1
Ugron Gábor utca,7
Ugyer,4
Ugyeri Kökény dűlő,1
Ugyeri út,3
Ügyes utca,1
Ügyész utca,3
Ügyvivő utca,1
Uhrin János utca,1
Uitz Béla utca,8
Újabb utca,1
Újaknai út,3
Újarad utca,3
Újárok utca,1
Újavas-hegy,1
Új Bácsai út,18
Újbányai utca,1
Újbánya telep,1
Új barázda utca,1
Újbarázda utca,1
Újberek dűlő,3
Újbor utca,1
Új Csóri út,30
Újdűlő utca,1
Új Duna-híd,5
Új Ecseri út,3
Új Élet dűlő,2
Új élet út,3
Újélet út,3
Új Élet út,3
Új élet utca,19
Újélet utca,11
Új Élet utca,10
Új építők út,1
Újerdő köz,1
Új erdősor utca,1
Újerdőtanya dűlő,2
Újerdő út,2
Újerdő utca,9
Újerő utca,1
Újfalui utca,1
Újfalusi országút,3
Újfalusi út,1
Újfalusi utca,3
Újfalussy Imre utca,1
Újfalussytag,1
Újfalu utca,6
Új fasor,9
Újfehértói út,3
Újfehértói utca,2
Újfényes utca,1
Új fény utca,5
Újföld,1
Újföldek dűlő,1
Újföld sor,1
Újförhénc út,2
Újgát utca,1
Ujgur mártírok útja,2
Új gyalogosút,1
Újgyőri főtér,6
Újhartyáni dűlő,1
Újházi Ede utca,1
Újházmajor,1
Újház sor,1
Újház utca,1
Újházy utca,2
Újhedrehely utca,1
újhegy,1
Újhegy,1
Új hegy,1
Újhegy dűlő,2
Újhegyi dűlő,3
Újhegyi főtér,1
Újhegyi sétány,5
Újhegyi út,30
Újhegyi utca,14
Újhegy köz,4
Újhegy út,3
Új-Hegy út,1
Újhegy utca,19
Újhelyi Imre tér,1
Újhelyi Imre út,2
Ujhelyi Imre utca,2
Újhelyi Imre utca,2
Újhelyi János utca,1
Ujhelyi József utca,1
Újhelyi köz,1
Újhelyi utca,5
Új-Hermes telep,4
Új híd,1
Újhidi utca,1
Újhíd utca,2
Újhold utca,2
Új ipartelep,1
Újiskola utca,6
Újítók út,1
Újítók utca,1
Újító utca,1
Újjáépítés utca,1
Ujjaskosbor utca,1
Újkapu utca,2
Újkender utca,1
Újkert köz,1
Újkert sor,3
Újkert utca,5
Újkígyósi utca,1
Újkincsem út,1
Új kiosztás dűlő,1
Újkisház utca,1
Új Kőbánya utca,1
Újkóródi út,1
Újkóvár,1
Új köz,3
Újköz utca,1
Újkút dűlő,1
Újkuti út,1
Újkúti utca,1
Újkút utca,10
Újlaki köz,1
Újlaki utca,6
Újlak köz,2
Újlak utca,26
Újlaky utca,2
Újlengyeli út,1
Újlétai utca,1
Újliget sétány,1
Új major,3
Újmajori dűlő,9
Újmajori út,2
Újmajori utca,1
Újmajor ötház,1
Újmajor utca,3
Új malom utca,2
Újmandulás utca,1
Újmegyeri tér,7
Újmohácsi üdülőtelep,1
Újpalotai út,8
Újpalota liget,1
Újpesti rakpart,6
Újpesti sor,1
Újpetrei út,2
Újpiac tér,14
Új Piac tér,4
Újpincesor út,1
Újréti köz,1
Újrétisor utca,2
Újréti utca,1
Újsor,1
Új sor,17
Újsortanya,5
Újsor utca,29
Újstrand utca,1
Újszállási utca,3
Újszászi út,7
Újszász utca,13
Újszigeti bukó,2
Újsziget utca,1
Újszilvás utca,2
Újszőlő,8
Új szőlő,2
Újszőlő dűlő,1
Újszőlők út,1
Újszőlőskert,3
Újszőlő út,1
Újszőlő utca,10
Újtagi tanyák,1
Újtanya,3
Új Tavasz utca,1
Újtelekbokor,4
Újteleki utca,4
Újtelep,22
Újtelep III utca,1
Újtelep III. utca,1
Újtelep II utca,1
Újtelep II. utca,1
Újtelepi út,3
Újtelepi utca,3
Újtelep I utca,1
Újtelep I. utca,1
Újtelep IV. utca,1
Újtelep köz,1
Újtelep sor,1
Újtelep út,7
Ujtelep utca,1
Újtelep utca,95
Újtelep VIII. utca,1
Újtelep VII. utca,1
Újtelep VI. utca,1
Újtelep V. utca,1
Újtelep XIII. utca,1
Újtelep XII. utca,1
Újtelep XI. utca,1
Újtelep XIV. utca,1
Újtelep XIX. utca,1
Újtelep X. utca,1
Újtelep XVIII. utca,1
Újtelep XVII. utca,1
Újtelep XVI. utca,1
Újtelep XV. utca,1
Újtelep XX. utca,1
Újtemető sor,1
Újtemető út,2
Újtemető utca,4
Új Temető utca,1
Újtemplom tér,1
Újtemplom út,1
Újtemplom utca,1
Új tér,1
Újtó utca,1
Újülés utca,1
Új út,31
Új utca,188
Új Váralja sor,6
Újvárhegy,1
Ujvári Ede utca,4
Újvári utca,1
Újváros,2
Újváros 9,1
Ujvárosi Miklós utca,1
Újvárosi út,2
Újvárosi utca,7
Újvárosi útfél dűlő,1
Újváros park,3
Újváros szél,1
Újváros tér,8
Újváros utca,9
Újvár utca,3
Újvásártér,1
Új vermek sor,1
Újvidéki utca,3
Újvidék sétány,5
Újvidék tér,5
Újvidék utca,8
Újvilág,1
Újvilág út,3
Újvilág utca,62
Új Világ utca,1
Újvirághegy út,1
Ulánus utca,2
Ulászló utca,9
Ulcisia köz,1
Ulica bana Josipa Jelačića,1
Ulica Braće Radića,1
Ulica Sv. Urbana / Szent Orbán utca,1
Ulička,1
ulicska,1
Ulicska,3
Ulicska utca,1
Ullein József utca,1
Üllési út,1
Üllői köz,2
Üllői út,209
Üllői utca,2
Üllő utca,3
Ulrich köz,1
Ulrik lovag utca,2
Ültetés II. utca,1
Ültetés I. utca,1
Ültetés utca,1
Ültetvény utca,3
Undi Marika utca,1
Undi utca,2
Ungár József utca,1
Unghváry László utca,1
Ung utca,2
Ungvárikert utca,1
Ungvári Pince köz,1
Ungvári utca,22
Ungvár köz,1
Ungvár sétány,8
Ungvár utca,25
Universitas utca,6
Unka út,2
Unnai utca,2
Unokakert utca,1
Unoka utca,2
Unterberger utca,3
Untere Hauptstraße,1
Únyi utca,1
Uradalmi út,1
Uradalom utca,1
Uraj út,7
Urakagácsosa,1
Urak asztala út,1
Urak szőlője dűlő,1
Uránia lakótelep,2
Uránia udvar,1
Uránusz köz,1
Uránusz utca,4
Uray Géza út,4
Uray utca,1
Urbán Béla utca,1
Urbánerdő dűlő,1
Urbanics utca,2
Urbáni kövesút,1
Urbáni út,1
Urbántanya,1
Urbantsok Tibor utca,2
Urbantsok utca,1
Urbánus utca,1
Úrbéres utca,2
Ürbői út,1
Úrdomb utca,2
Ürgedombi utca,1
Ürgés tanösvény,2
Ürgés utca,1
Ürge út,1
Ürge utca,4
Űrhajósok tere,1
Űrhajósok útja,1
Űrhajós út,2
Űrhajós utca,21
Úrhidai út,12
Úri dűlő,2
Úrihegy,3
Úrihegy tanya,4
Úrihegy VI. utca,1
Úri út,1
Úri utca,5
Úrkúti út,1
Úrkút utca,3
Ürményi József utca,1
Ürmény utca,1
Ürmös dűlő,1
Ürmös utca,3
Ürögi fasor,15
Ürögi határút,3
Ürögi út,1
Ürög utca,1
Ürömfű utca,1
Ürömhegyi lejtő,3
Ürömhegyi út,2
Ürömi köz,1
Ürömi út,13
Ürömi utca,6
Ürömi úti körforgalom,8
Üröm utca,2
Úrréti utca,1
Úr rétje,3
Úrrétje utca,2
Úrrét tanya,1
Urszinyi Andor utca,1
Urszinyi Dezsőné utca,3
Úrszőlő utca,1
Ürümajor,2
Üsthegy utca,1
Üsth Gyula utca,1
Üstökös utca,17
Ustron utca,1
Üst utca,1
Uszály utca,6
Uszkár utca,4
Uszodai út,4
Úszódaru utca,5
Uszoda utca,7
Üszögi kiserdő,1
Üszögi-kiserdő utca,1
Üszögi út,14
Üszögi Víztároló,1
Uszói út,1
Úszőlő út,3
Úszó út,1
Úszó utca,4
Üsző utca,1
Úsztató-dűlő,1
Úsztató utca,2
út,1
Útalja utca,1
Út a Romhoz,3
Utasi Ilona utca,1
Utassi utca,1
Utas utca,2
Utász utca,4
Üteg dűlő,1
Üteg utca,8
Út-hegy lépcső,1
Útifű utca,2
Útilapu utca,1
Ütköző sor,1
(útmaradvány),1
Út menti pihenő,1
Utód utca,1
Utolsó sor,1
Útonállók útja,1
Útőrház telep,2
Útőrház utca,2
Út szélén korlát mellett!,2
Úttörő köz,1
Úttörők útja,6
Úttörő tér,1
Úttörő út,9
Úttörő utca,47
Üveges utca,2
Üveggyári út,3
Üveggyár utca,19
Üvegház utca,1
Üveghegyi utca,1
Üveghegy utca,3
Üveg köz,1
Üzbég utca,3
Uz Bence köz,1
Uzdóc utca,1
Üzemi út,1
Üzem utca,1
Úzka,3
Üzlet köz,1
Üzlet sor,2
Uzon utca,1
Uzsabánya utca,1
Uzsoki köz,3
Uzsoki út,1
Uzsoki utca,33
Uzsok tér,2
Uzsok utca,2
Úz utca,1
V.,1
Vácbottyáni sor,1
Vácbottyán utca,1
Vácduka tér,2
Vácegresi út,4
Vácegresi utca,1
Vácegres utca,5
Váchartyán utca,1
Vachott Sándor utca,5
Váci Ferenc utca,1
Váci híd (tervezett),1
Vácika köz,1
Vácika utca,5
Váci köz,1
Váci Mihály köz,1
Váci Mihály lakótelep,1
Váci Mihály tér,3
Váci Mihály út,22
Váci Mihály utca,169
Váci-rév,6
Váci út,224
Váci utca,23
Vackor köz,1
Vackor utca,7
Vácrátót tér,3
Vacsi dűlő,1
Vacsi határ dűlő,1
Vacsi köz,10
Vacsi út,7
Vacsi utca,1
Vácszentlászlói út,3
Váczi János utca,2
Váczi Mihály köz,1
Váczi Mihály út,1
Váczi Mihály utca,2
Váczi utca,1
Váczy Pál utca,3
Vadai Ferenc utca,1
Vadak útja,1
Vadalmás utca,3
Vadalmás-völgy,1
Vadalma utca,12
Vadas,1
Vadas-árok,1
Vadas-árok (nehezen járható!),3
Vadása út,1
Vadása utca,2
Vadasbokor,3
Vadas dűlő,1
Vadas Ernő utca,1
Vadas Jenő utca,18
Vadaskerti út,3
Vadaskerti utca,10
Vadaskert út,1
Vadaskert utca,8
Vadas köz,2
Vadas Márton utca,1
Vadaspark út,5
Vadastanya,2
Vadas tanya,2
Vadastanya utca,1
Vadas utca,11
Vadasvölgy utca,2
Vadászati területre vezető út,1
Vadászdomb utca,1
Vadász dűlő,2
Vadász forduló,2
Vadászház,1
Vadászház dűlő,2
Vadászházi út,6
Vadászház út,1
Vadászház utca,3
Vadászhegyi köz,1
Vadászhegyi utca,4
Vadász János utca,1
Vadász köz,8
Vadászkürt utca,1
Vadászles utca,1
Vadászösvény,1
Vadászpatak utca,1
Vadász tér,2
Vadásztó utca,1
Vadász út,13
Vadász utca,145
Vadász-völgy,6
Vadátjáró,5
Vadcseresznye utca,1
Vaddisznó köz,6
Vaddisznós utca,1
Vaddisznó utca,6
Vadetető utca,4
Vadevezős utca,9
Vadgalamb köz,1
Vadgalamb utca,14
Vadgazdálkodási és Vadászati tanösvény,1
Vadgerlés utca,1
Vadgerle utca,1
Vadgesztenye köz,1
Vadgesztenye sor,5
Vadgesztenye utca,5
Vadhíd,1
Vadkacsa köz,4
Vadkacsa utca,17
Vadkan köz,1
Vadkan utca,2
Vadkerti tér,6
Vadkerti út,3
Vadkerti Zsigmond utca,1
Vadkert körút,4
Vadkert út,1
Vadkert utca,6
Vadkerty köz,1
Vadkörtefa utca,3
Vadkörte köz,2
Vadkörte utca,11
Vadles utca,1
Vadliba utca,8
Vadlúd utca,3
Vadmacska utca,1
Vadmeggyes utca,1
Vadmurok utca,1
Vadnai utca,2
Vadóc utca,1
Vadon utca,1
Vadőr utca,4
Vadorzó utca,1
Vadosfai utca,1
Vadpipacs utca,2
Vadréce utca,1
Vadregényes utca,1
Vadrepce köz,1
Vadrezeda köz,2
Vadrezeda utca,1
Vadritka köz,1
Vadritkatanya,2
Vadrózsa köz,6
Vadrózsa sor,2
Vadrózsa út,2
Vadrózsa utca,109
Vadruca utca,2
Vadsáfrány utca,1
Vadszeder utca,2
Vadszőlő köz,2
Vadszőlő utca,10
Vad utca,1
Vadverem utca,1
Vadvirág köz,8
Vadvirág sétány,1
Vadvirág út,4
Vadvirág utca,174
Vadvíz utca,5
Vágány köz,2
Vágány utca,29
Vágásszél utca,2
Vágás utca,2
Vágfarkasd utca,1
